FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
CR1450	GRANOLA CEREAL	GRANOLA CEREAL	A0258 B1219 C0133 E0104 F0014 G0001 H0138 H0239 J0116 K0003 M0001 N0001 P0024
CR1451	GRANOLA CEREAL WITH FRUIT	GRANOLA CEREAL WITH FRUIT	A0258 B1219 C0133 E0104 F0018 G0003 H0239 H0147 H0227 H0136 H0138 J0116 K0003 M0155 N0001 P0024
CR1460	LIFE CEREAL	LIFE CEREAL	A0258 B1219 C0208 E0140 F0014 G0003 H0338 H0192 H0138 H0158 H0320 H0194 H0162 H0181 H0106 H0309 H0310 H0311 J0116 K0003 M0155 N0001 P0024
CR1465	PUFFED RICE CEREAL	PUFFED RICE CEREAL	A0258 B1322 C0208 E0150 F0014 G0003 H0268 H0138 J0116 K0003 M0001 N0001 P0024
CR1466	PUFFED WHEAT CEREAL	PUFFED WHEAT CEREAL	A0258 B1312 C0136 E0131 F0014 G0003 H0138 H0268 J0116 K0003 M0001 N0001 P0024
CR1470	RICE KRISPIES CEREAL	RICE KRISPIES CEREAL	A0258 B1322 C0208 E0150 F0014 G0003 H0158 H0117 H0194 H0215 H0316 H0214 H0216 H0268 H0309 H0310 H0311 H0181 H0138 J0116 K0003 M0155 N0001 P0024
CR1480	SPECIAL K CEREAL	SPECIAL K CEREAL	A0258 B1322 C0208 E0153 F0014 G0003 H0158 H0164 H0117 H0194 H0274 H0268 H0222 H0138 H0309 H0310 H0311 H0181 H0260 H0162 H0316 H0215 H0273 H0214 H0216 J0116 K0003 M0155 N0001 P0024
CR1481	TEAM CEREAL	TEAM CEREAL	A0258 B1322 C0208 E0153 F0014 G0003 H0319 H0320 H0227 H0317 H0274 H0138 H0194 H0181 H0316 H0216 H0133 H0309 H0310 H0311 J0116 K0003 M0155 N0001 P0024
CR1490	WHEATIES CEREAL	WHEATIES CEREAL	A0258 B1312 C0133 E0153 F0014 G0003 H0158 H0100 H0138 H0194 H0216 H0215 H0181 H0316 H0214 H0274 H0309 H0310 J0116 K0003 M0155 N0001 P0024
CR1491	WHEAT BRAN CEREAL	WHEAT BRAN CEREAL	A0258 B1312 C0111 E0152 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1492	WHOLE WHEAT CEREAL	WHOLE WHEAT CEREAL	A0258 B1312 C0133 E0153 F0014 G0003 H0274 H0138 H0227 H0136 J0116 K0003 M0155 N0001 P0024
CR1495	WHEAT GERM CEREAL	WHEAT GERM CEREAL	A0258 B1312 C0182 E0152 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1510	SHREDDED WHEAT CEREAL	SHREDDED WHEAT CEREAL	A0258 B1312 C0133 E0105 F0014 G0003 H0192 H0138 J0116 K0003 M0155 N0001 P0024
CR1520	GRAPE-NUTS CEREAL	GRAPE-NUTS CEREAL	A0258 B1312 C0155 E0140 F0014 G0003 H0138 H0227 H0181 H0316 H0311 H0273 H0216 H0310 H0309 H0194 H0214 J0116 K0003 M0155 N0001 P0024
CR1530	TOTAL CEREAL	TOTAL CEREAL	A0258 B1312 C0133 E0153 F0014 G0003 H0158 H0117 H0215 H0217 H0133 H0316 H0216 H0223 H0309 H0310 H0311 H0317 H0138 H0274 J0116 K0003 M0155 N0001 P0024
CR1550	FRUIT FLAVORED SWEET CEREAL	FRUIT FLAVORED SWEET CEREAL	A0258 B1347 C0174 E0147 F0014 G0003 H0138 H0136 H0152 H0227 J0116 K0003 M0155 N0001 P0024
CR1560	PRODUCT 19 CEREAL	PRODUCT 19 CEREAL	A0258 B1379 C0208 E0153 F0014 G0003 H0322 H0138 H0158 H0319 H0117 H0194 H0215 H0217 H0133 H0316 H0216 H0214 H0274 H0309 H0310 H0311 H0181 J0116 K0003 M0155 N0001 P0024
CR1565	TRIX CEREAL	TRIX CEREAL	A0258 B1580 C0208 E0140 F0014 G0003 H0322 H0138 H0158 H0224 H0194 H0215 H0106 H0316 H0216 H0214 H0309 H0311 H0310 H0181 J0116 K0003 M0155 N0001 P0024
CR1590	RICE CEREAL, INFANT FOOD	RICE CEREAL, INFANT FOOD	A0258 B1322 C0155 E0106 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0020
CR1605	PICANTE SAUCE	PICANTE SAUCE	A0263 B1276 C0140 E0149 F0014 G0003 H0200 H0212 H0151 J0001 K0003 M0001 N0001 P0024
CR1606	MOLE SAUCE	MOLE SAUCE	A0286 B1457 C0170 E0135 F0014 G0020 H0151 H0147 H0231 H0119 H0253 H0177 H0333 H0212 H0262 J0001 K0003 M0001 N0001 P0024
CR1608	NACHOS, HOMEMADE	NACHOS, HOMEMADE	A0172 B1379 C0155 E0153 F0014 G0029 H0206 H0233 H0253 H0107 H0143 H0212 J0001 K0033 M0001 N0001 P0024 Z0109
CR1610	TACO WITH BEEF	TACO WITH BEEF	A0102 B1161 C0268 E0105 F0018 G0030 G0029 H0233 H0207 H0320 H0206 H0212 H0117 J0001 K0003 M0001 N0001 P0024
CR1615	BURRITO WITH BEEF AND BEAN	BURRITO WITH BEEF AND BEAN	A0102 B1061 C0133 E0105 F0014 G0030 G0004 G0025 H0319 H0227 H0207 H0221 H0191 J0001 K0003 M0001 N0001 P0024
CR1620	LASAGNA	LASAGNA	A0220 B1079 C0208 E0105 F0014 G0020 G0030 G0005 G0015 H0143 H0107 H0253 H0212 H0191 H0227 H0151 J0001 K0003 M0001 N0001 P0024
CR1625	POTATO SALAD	POTATO SALAD	A0208 B1218 C0240 E0134 F0018 G0015 H0263 H0227 J0001 K0003 M0001 N0001 P0024
CR1630	MACARONI AND CHEESE	MACARONI AND CHEESE	A0220 B1079 C0208 E0134 F0014 G0001 H0143 H0107 H0221 H0227 H0184 J0001 K0003 M0001 N0001 P0024
CR1631	GROUND MEAT AND MACARONI CASSEROLE	GROUND MEAT AND MACARONI CASSEROLE	A0172 B1161 C0268 E0134 F0014 G0005 H0319 H0227 J0001 K0003 M0001 N0001 P0024
CR1640	PASTA, WITH BEEF, CHICKEN, OR TUNA	PASTA, WITH BEEF, CHICKEN, OR TUNA	A0220 B1312 C0208 E0151 F0001 G0001 H0180 J0001 K0003 M0001 N0001 P0024
CR1641	CHICKEN TETRAZZINI	CHICKEN TETRAZZINI	A0172 B1457 C0268 E0134 F0014 G0005 H0319 H0227 H0166 H0160 H0297 J0001 K0003 M0001 N0001 P0024 Z0003
CR1650	RAVIOLI	RAVIOLI	A0220 B1312 C0208 E0147 F0001 G0003 H0180 H0207 J0001 K0003 M0001 N0001 P0024
CR1660	SPAGHETTI WITH TOMATO AND MEAT SAUCE	SPAGHETTI WITH TOMATO AND MEAT SAUCE	A0220 B1079 C0208 E0134 F0014 G0020 G0015 G0030 H0212 H0227 H0151 H0191 J0001 K0003 M0001 N0001 P0024
CR1670	SPAGHETTI WITH TOMATO SAUCE	SPAGHETTI WITH TOMATO SAUCE	A0220 B1079 C0208 E0134 F0014 G0020 G0015 H0212 H0227 H0151 J0001 K0003 M0001 N0001 P0024
CR1680	CHEESE PIZZA	CHEESE PIZZA	A0100 B1312 C0208 E0140 F0014 G0001 H0143 H0107 H0227 H0212 J0001 K0003 M0001 N0001 P0024
CR1681	LIVER AND RICE CASSEROLE	LIVER AND RICE CASSEROLE	A0172 B1161 C0176 E0134 F0014 G0005 H0321 H0184 H0186 H0151 H0227 J0001 K0003 M0001 N0001 P0024 Z0048
CR1720	CHICKEN SOUP WITH RICE AND NOODLES	CHICKEN SOUP WITH RICE AND NOODLES	A0243 B1457 C0170 E0149 F0014 G0020 H0319 H0321 H0171 H0227 J0001 K0003 M0001 N0001 P0024
CR1730	GRAPEFRUIT, RAW, NOT FURTHER SPECIFIED	GRAPEFRUIT, RAW, NOT FURTHER SPECIFIED	A0143 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1731	GRAPEFRUIT, CANNED	GRAPEFRUIT, CANNED	A0143 B1507 C0229 E0122 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
CR1732	GRAPEFRUIT, PINK, RAW	GRAPEFRUIT, PINK, RAW	A0143 B1507 C0229 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR1733	GRAPEFRUIT, WHITE, RAW	GRAPEFRUIT, WHITE, RAW	A0143 B1507 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1736	CASHEW APPLE JUICE	CASHEW APPLE JUICE	A0127 B1221 C0140 E0109 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR1737	GUAVA JUICE	GUAVA JUICE	A0196 B1333 C0230 E0114 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR1740	ORANGE JUICE	ORANGE JUICE	A0127 B1339 C0140 E0114 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR1741	ORANGE JUICE CONCENTRATE	ORANGE JUICE CONCENTRATE	A0127 B1339 C0140 E0121 F0001 G0003 H0138 J0001 K0003 M0001 N0001 P0024
CR1742	TANGERINE JUICE	TANGERINE JUICE	A0127 B1429 C0140 E0114 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR1743	LEMON JUICE	LEMON JUICE	A0127 B1275 C0140 E0114 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR1744	TANGELO JUICE	TANGELO JUICE	A0127 B1473 C0140 E0114 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR1745	ORANGE, RAW	ORANGE, RAW	A0143 B1339 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1750	ORANGE, FLORIDA, RAW	ORANGE, FLORIDA, RAW	A0143 B1339 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 US12
CR1751	ORANGE, CALIFORNIA, RAW	ORANGE, CALIFORNIA, RAW	A0143 B1339 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 US06
CR1755	GUAVA, RAW	GUAVA, RAW	A0143 B1333 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1760	APPLE, RAW	APPLE, RAW	A0143 B1245 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1765	CASHEW APPLE, RAW	CASHEW APPLE, RAW	A0143 B1221 C0213 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1770	APPLESAUCE	APPLESAUCE	A0143 B1245 C0213 E0110 F0014 G0003 H0136 H0227 J0001 K0003 M0001 N0001 P0024
CR1773	APRICOT, CANNED	APRICOT, CANNED	A0143 B1529 C0167 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0016 P0024
CR1774	APRICOT, RAW	APRICOT, RAW	A0143 B1529 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1775	APRICOT, DRIED	APRICOT, DRIED	A0143 B1529 C0139 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1776	APRICOT, AGGREGATE (COOKED, CANNED)	APRICOT, AGGREGATE (COOKED, CANNED)	A0143 B1529 C0139 E0151 F0014 G0001 H0001 J0001 K0001 M0001 N0001 P0024
CR1780	BANANA, RAW	BANANA, RAW	A0143 B1266 C0230 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1781	CRANBERRY, RAW	CRANBERRY, RAW	A0143 B1508 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1785	CURRANT, FRESH	CURRANT, FRESH	A0143 B1528 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1790	CANTALOUPE, RAW	CANTALOUPE, RAW	A0143 B1471 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1794	GRAPE, RAW	GRAPE, RAW	A0143 B1329 C0137 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1796	RAISIN	RAISIN	A0143 B1329 C0137 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1800	PEACH, FRESH	PEACH, FRESH	A0143 B1350 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1805	PEACH, DRIED	PEACH, DRIED	A0143 B1350 C0213 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1810	PEACH, CANNED	PEACH, CANNED	A0143 B1350 C0229 E0152 F0014 G0003 H0001 J0123 K0001 M0194 N0016 P0024
CR1820	PEAR, FRESH	PEAR, FRESH	A0143 B1344 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1830	PEAR, CANNED	PEAR, CANNED	A0143 B1344 C0229 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0016 P0024
CR1840	WATERMELON, RAW	WATERMELON, RAW	A0143 B1391 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1841	KIWIFRUIT, RAW	KIWIFRUIT, RAW	A0143 B1664 C0230 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1842	LEMON, RAW	LEMON, RAW	A0143 B1275 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1843	MANGO, RAW	MANGO, RAW	A0143 B1270 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1844	NECTARINE, RAW	NECTARINE, RAW	A0143 B1436 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1845	PAPAYA, RAW	PAPAYA, RAW	A0143 B1249 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1846	PINEAPPLE, CANNED	PINEAPPLE, CANNED	A0143 B1484 C0229 E0151 F0014 G0003 H0001 J0123 K0011 M0194 N0016 P0024
CR1848	PLUM, RAW	PLUM, RAW	A0143 B1206 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1849	PRUNE, DRIED	PRUNE, DRIED	A0143 B1207 C0139 E0150 F0003 G0003 H0138 J0141 K0003 M0001 N0001 P0024
CR1850	PRUNE, STEWED	PRUNE, STEWED	A0143 B1207 C0139 E0151 F0014 G0020 H0001 J0001 K0003 M0001 N0001 P0024
CR1851	STRAWBERRY, RAW	STRAWBERRY, RAW	A0143 B1393 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1852	STRAWBERRY, FROZEN	STRAWBERRY, FROZEN	A0143 B1393 C0140 E0150 F0001 G0003 H0001 J0136 K0001 M0001 N0001 P0024
CR1853	RASPBERRY, RAW	RASPBERRY, RAW	A0143 B1494 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
